config,workload,total_energy,nrh,baseline_energy,ramulator.hydra_baseline_energy,normalized_energy
Graphene,482.sphinx3,9417413.3349375,500,9407553.2375625,9407553.2375625,1.0010481043397799
Graphene,482.sphinx3,9408767.25525,1000,9407553.2375625,9407553.2375625,1.000129047123821
Hydra,482.sphinx3,9519617.036437498,125,9407553.2375625,9407553.2375625,1.0119121089240877
Hydra,482.sphinx3,9482462.6475,250,9407553.2375625,9407553.2375625,1.0079626878579229
Hydra,482.sphinx3,9458640.832125,500,9407553.2375625,9407553.2375625,1.0054304868941393
Hydra,482.sphinx3,9437062.46175,1000,9407553.2375625,9407553.2375625,1.0031367586706474
PARA,482.sphinx3,11430297.85275,125,9407553.2375625,9407553.2375625,1.2150128268327072
PARA,482.sphinx3,10172621.55375,250,9407553.2375625,9407553.2375625,1.0813248989261879
PARA,482.sphinx3,9744967.73925,500,9407553.2375625,9407553.2375625,1.0358663398619177
PARA,482.sphinx3,9568886.3595,1000,9407553.2375625,9407553.2375625,1.0171493179856086
ABACuS,482.sphinx3,9452906.0135625,125,9407553.2375625,9407553.2375625,1.004820889646302
ABACuS,482.sphinx3,9428918.466375,250,9407553.2375625,9407553.2375625,1.0022710717944379
ABACuS,482.sphinx3,9416380.1075625,500,9407553.2375625,9407553.2375625,1.0009382747859195
ABACuS,482.sphinx3,9411219.948187498,1000,9407553.2375625,9407553.2375625,1.0003897624103106
Baseline,ycsb_cserver,4694196.170062501,,4694196.170062501,4694196.170062501,1.0
Hydra-Baseline,ycsb_cserver,4694196.170062501,,4694196.170062501,4694196.170062501,1.0
REGA,ycsb_cserver,6874589.796000001,125,4694196.170062501,4694196.170062501,1.4644871127975185
REGA,ycsb_cserver,5368577.893125,250,4694196.170062501,4694196.170062501,1.14366287616257
REGA,ycsb_cserver,4912057.424062501,500,4694196.170062501,4694196.170062501,1.0464107689809434
REGA,ycsb_cserver,4759369.9850625,1000,4694196.170062501,4694196.170062501,1.013883913803102
Graphene,ycsb_cserver,4694196.170062501,125,4694196.170062501,4694196.170062501,1.0
Graphene,ycsb_cserver,4694196.170062501,250,4694196.170062501,4694196.170062501,1.0
Graphene,ycsb_cserver,4694196.170062501,500,4694196.170062501,4694196.170062501,1.0
Graphene,ycsb_cserver,4694196.170062501,1000,4694196.170062501,4694196.170062501,1.0
Hydra,ycsb_cserver,4787740.078500001,125,4694196.170062501,4694196.170062501,1.0199275669461965
Hydra,ycsb_cserver,4705555.3910625,250,4694196.170062501,4694196.170062501,1.002419843693888
Hydra,ycsb_cserver,4694196.170062501,500,4694196.170062501,4694196.170062501,1.0
Hydra,ycsb_cserver,4694196.170062501,1000,4694196.170062501,4694196.170062501,1.0
PARA,ycsb_cserver,5821617.5870625,125,4694196.170062501,4694196.170062501,1.2401734772377415
PARA,ycsb_cserver,5141987.832374999,250,4694196.170062501,4694196.170062501,1.0953926180521203
PARA,ycsb_cserver,4898591.994375,500,4694196.170062501,4694196.170062501,1.0435422417188367
PARA,ycsb_cserver,4791642.1858125,1000,4694196.170062501,4694196.170062501,1.02075882903477
ABACuS,ycsb_cserver,4698002.988375,125,4694196.170062501,4694196.170062501,1.0008109627664854
ABACuS,ycsb_cserver,4694196.170062501,250,4694196.170062501,4694196.170062501,1.0
ABACuS,ycsb_cserver,4694196.170062501,500,4694196.170062501,4694196.170062501,1.0
ABACuS,ycsb_cserver,4694196.170062501,1000,4694196.170062501,4694196.170062501,1.0
Baseline,507.cactuBSSN,3970223.7204375,,3970223.7204375,3970223.7204375,1.0
Hydra-Baseline,507.cactuBSSN,3970223.7204375,,3970223.7204375,3970223.7204375,1.0
REGA,507.cactuBSSN,4858795.733625,125,3970223.7204375,3970223.7204375,1.2238090535335333
REGA,507.cactuBSSN,4252129.520625001,250,3970223.7204375,3970223.7204375,1.0710050163511784
REGA,507.cactuBSSN,4051198.4621250005,500,3970223.7204375,3970223.7204375,1.0203955110314482
REGA,507.cactuBSSN,3992133.1854375,1000,3970223.7204375,3970223.7204375,1.0055184459473194
Graphene,507.cactuBSSN,3965425.4516250007,125,3970223.7204375,3970223.7204375,0.9987914361632068
Graphene,507.cactuBSSN,3970223.7204375,250,3970223.7204375,3970223.7204375,1.0
Graphene,507.cactuBSSN,3970223.7204375,500,3970223.7204375,3970223.7204375,1.0
Graphene,507.cactuBSSN,3970223.7204375,1000,3970223.7204375,3970223.7204375,1.0
Hydra,507.cactuBSSN,4000655.148,125,3970223.7204375,3970223.7204375,1.0076649150539927
Hydra,507.cactuBSSN,3966945.1201875,250,3970223.7204375,3970223.7204375,0.9991742026442684
Hydra,507.cactuBSSN,3970223.7204375,500,3970223.7204375,3970223.7204375,1.0
Hydra,507.cactuBSSN,3970223.7204375,1000,3970223.7204375,3970223.7204375,1.0
PARA,507.cactuBSSN,4259206.823812501,125,3970223.7204375,3970223.7204375,1.0727876119140096
PARA,507.cactuBSSN,4075774.231125001,250,3970223.7204375,3970223.7204375,1.0265855322318889
PARA,507.cactuBSSN,4010689.9102500007,500,3970223.7204375,3970223.7204375,1.0101924205440094
PARA,507.cactuBSSN,3992851.7608125005,1000,3970223.7204375,3970223.7204375,1.0056994371018737
ABACuS,507.cactuBSSN,3987636.5938125006,125,3970223.7204375,3970223.7204375,1.004385867044561
ABACuS,507.cactuBSSN,3985707.9886875004,250,3970223.7204375,3970223.7204375,1.0039000996770766
ABACuS,507.cactuBSSN,3973072.659,500,3970223.7204375,3970223.7204375,1.0007175763289697
ABACuS,507.cactuBSSN,3972662.510625,1000,3970223.7204375,3970223.7204375,1.0006142702173044
Baseline,505.mcf,6446076.525374999,,6446076.525374999,6446076.525374999,1.0
Hydra-Baseline,505.mcf,6446076.525374999,,6446076.525374999,6446076.525374999,1.0
REGA,505.mcf,12046075.443187501,125,6446076.525374999,6446076.525374999,1.8687453361386712
REGA,505.mcf,8247531.3504375,250,6446076.525374999,6446076.525374999,1.2794653178520403
REGA,505.mcf,7010877.1753125,500,6446076.525374999,6446076.525374999,1.0876192902324633
REGA,505.mcf,6580732.875374999,1000,6446076.525374999,6446076.525374999,1.020889660473301
Graphene,505.mcf,6495836.314125,125,6446076.525374999,6446076.525374999,1.0077193915638638
Graphene,505.mcf,6471021.922125,250,6446076.525374999,6446076.525374999,1.0038698573701077
Graphene,505.mcf,6458117.8674375,500,6446076.525374999,6446076.525374999,1.0018680110319975
Graphene,505.mcf,6451210.3888125,1000,6446076.525374999,6446076.525374999,1.0007964322820697
Hydra,505.mcf,6648630.92025,125,6446076.525374999,6446076.525374999,1.0314228964049132
Hydra,505.mcf,6508222.4915625,250,6446076.525374999,6446076.525374999,1.0096408979854432
Hydra,505.mcf,6471083.995687501,500,6446076.525374999,6446076.525374999,1.003879487035883
Hydra,505.mcf,6464870.743687499,1000,6446076.525374999,6446076.525374999,1.002915605832248
PARA,505.mcf,9156324.7719375,125,6446076.525374999,6446076.525374999,1.4204492819614538
PARA,505.mcf,7482032.96775,250,6446076.525374999,6446076.525374999,1.1607111610135181
PARA,505.mcf,6921752.514,500,6446076.525374999,6446076.525374999,1.0737931029444812
PARA,505.mcf,6674600.829937501,1000,6446076.525374999,6446076.525374999,1.035451689669354
ABACuS,505.mcf,6511129.5680625,125,6446076.525374999,6446076.525374999,1.01009188184959
ABACuS,505.mcf,6464706.507187499,250,6446076.525374999,6446076.525374999,1.0028901273106459
ABACuS,505.mcf,6455716.5969375,500,6446076.525374999,6446076.525374999,1.0014954944336376
ABACuS,505.mcf,6453363.445687499,1000,6446076.525374999,6446076.525374999,1.0011304427249375
Baseline,tpcc64,3913672.4013750004,,3913672.4013750004,3913672.4013750004,1.0
Hydra-Baseline,tpcc64,3913672.4013750004,,3913672.4013750004,3913672.4013750004,1.0
REGA,tpcc64,7316955.947625,125,3913672.4013750004,3913672.4013750004,1.8695882529805805
REGA,tpcc64,4974279.858375,250,3913672.4013750004,3913672.4013750004,1.2710005713884927
REGA,tpcc64,4249611.0658125,500,3913672.4013750004,3913672.4013750004,1.0858371958571376
REGA,tpcc64,4012298.091375,1000,3913672.4013750004,3913672.4013750004,1.0252002926881025
Graphene,tpcc64,3941575.673062499,125,3913672.4013750004,3913672.4013750004,1.0071296901799178
Graphene,tpcc64,3919326.4396875,250,3913672.4013750004,3913672.4013750004,1.001444688704786
Graphene,tpcc64,3914186.8006874993,500,3913672.4013750004,3913672.4013750004,1.0001314364769822
Graphene,tpcc64,3913672.4013750004,1000,3913672.4013750004,3913672.4013750004,1.0
Hydra,tpcc64,4105845.1608749996,125,3913672.4013750004,3913672.4013750004,1.04910292425919
Hydra,tpcc64,4019164.870875,250,3913672.4013750004,3913672.4013750004,1.0269548543365399
Hydra,tpcc64,3945698.063625,500,3913672.4013750004,3913672.4013750004,1.0081830206940028
Hydra,tpcc64,3917329.878,1000,3913672.4013750004,3913672.4013750004,1.0009345382673611
PARA,tpcc64,5282198.860875,125,3913672.4013750004,3913672.4013750004,1.3496783376705705
PARA,tpcc64,4432710.26175,250,3913672.4013750004,3913672.4013750004,1.1326216931679423
PARA,tpcc64,4145063.6385,500,3913672.4013750004,3913672.4013750004,1.0591238134913143
PARA,tpcc64,4028585.4780000006,1000,3913672.4013750004,3913672.4013750004,1.0293619559431257
ABACuS,tpcc64,3947677.7664375002,125,3913672.4013750004,3913672.4013750004,1.0086888634446134
ABACuS,tpcc64,3928692.4160625003,250,3913672.4013750004,3913672.4013750004,1.0038378313632543
ABACuS,tpcc64,3917234.5539374994,500,3913672.4013750004,3913672.4013750004,1.0009101815883332
ABACuS,tpcc64,3915343.8776249997,1000,3913672.4013750004,3913672.4013750004,1.0004270863982923
Baseline,403.gcc,2296069.2016875,,2296069.2016875,2296069.2016875,1.0
Hydra-Baseline,403.gcc,2296069.2016875,,2296069.2016875,2296069.2016875,1.0
REGA,403.gcc,2455782.285375,125,2296069.2016875,2296069.2016875,1.069559351072746
REGA,403.gcc,2349821.8736249995,250,2296069.2016875,2296069.2016875,1.0234107368793564
REGA,403.gcc,2312254.9291875,500,2296069.2016875,2296069.2016875,1.007049320415998
REGA,403.gcc,2300056.9216875,1000,2296069.2016875,2296069.2016875,1.0017367595005715
Graphene,403.gcc,2296069.2016875,125,2296069.2016875,2296069.2016875,1.0
Graphene,403.gcc,2296069.2016875,250,2296069.2016875,2296069.2016875,1.0
Graphene,403.gcc,2296069.2016875,500,2296069.2016875,2296069.2016875,1.0
Graphene,403.gcc,2296069.2016875,1000,2296069.2016875,2296069.2016875,1.0
Hydra,403.gcc,2296069.2016875,125,2296069.2016875,2296069.2016875,1.0
Hydra,403.gcc,2296069.2016875,250,2296069.2016875,2296069.2016875,1.0
Hydra,403.gcc,2296069.2016875,500,2296069.2016875,2296069.2016875,1.0
Hydra,403.gcc,2296069.2016875,1000,2296069.2016875,2296069.2016875,1.0
PARA,403.gcc,2315536.9955625,125,2296069.2016875,2296069.2016875,1.0084787487505569
PARA,403.gcc,2304441.6774374996,250,2296069.2016875,2296069.2016875,1.0036464387675452
PARA,403.gcc,2299538.3761874996,500,2296069.2016875,2296069.2016875,1.0015109189642237
PARA,403.gcc,2295944.47125,1000,2296069.2016875,2296069.2016875,0.9999456765338743
ABACuS,403.gcc,2295964.2429374997,125,2296069.2016875,2296069.2016875,0.9999542876364863
ABACuS,403.gcc,2296069.2016875,250,2296069.2016875,2296069.2016875,1.0
ABACuS,403.gcc,2296069.2016875,500,2296069.2016875,2296069.2016875,1.0
ABACuS,403.gcc,2296069.2016875,1000,2296069.2016875,2296069.2016875,1.0
Baseline,h264_decode,52822714.478625,,52822714.478625,52822714.478625,1.0
Hydra-Baseline,h264_decode,52822714.478625,,52822714.478625,52822714.478625,1.0
REGA,h264_decode,260954224.74506247,125,52822714.478625,52822714.478625,4.94018960064347
REGA,h264_decode,119127012.8068125,250,52822714.478625,52822714.478625,2.2552232308132876
REGA,h264_decode,74525274.7723125,500,52822714.478625,52822714.478625,1.410856589024208
REGA,h264_decode,59832077.543625,1000,52822714.478625,52822714.478625,1.1326960027364057
Graphene,h264_decode,55591509.93018749,125,52822714.478625,52822714.478625,1.0524167581861568
Graphene,h264_decode,54221586.5405625,250,52822714.478625,52822714.478625,1.0264823963657446
Graphene,h264_decode,53528317.191750005,500,52822714.478625,52822714.478625,1.01335794118287
Graphene,h264_decode,53178064.66331249,1000,52822714.478625,52822714.478625,1.006727223093226
Hydra,h264_decode,55684550.9079375,125,52822714.478625,52822714.478625,1.0541781401724546
Hydra,h264_decode,54336654.582562506,250,52822714.478625,52822714.478625,1.0286607782065067
Hydra,h264_decode,53637209.5276875,500,52822714.478625,52822714.478625,1.0154194091898114
Hydra,h264_decode,53240581.25775,1000,52822714.478625,52822714.478625,1.007910740355725
PARA,h264_decode,118062983.44068749,125,52822714.478625,52822714.478625,2.2350798251472352
PARA,h264_decode,77327774.6833125,250,52822714.478625,52822714.478625,1.463911414749494
PARA,h264_decode,64271552.60718751,500,52822714.478625,52822714.478625,1.2167408139010982
PARA,h264_decode,58673440.046624996,1000,52822714.478625,52822714.478625,1.1107615469168577
ABACuS,h264_decode,53980918.0805625,125,52822714.478625,52822714.478625,1.021926241643757
ABACuS,h264_decode,53395672.7053125,250,52822714.478625,52822714.478625,1.0108468152828334
ABACuS,h264_decode,53108429.780812494,500,52822714.478625,52822714.478625,1.0054089477416597
ABACuS,h264_decode,52963542.108375,1000,52822714.478625,52822714.478625,1.0026660430297838
ABACuS,GeoMean,,125,,,1.0121001224177046
ABACuS,GeoMean,,250,,,1.0120822217366272
ABACuS,GeoMean,,500,,,1.0110050023892379
ABACuS,GeoMean,,1000,,,1.0116510808583772
Baseline,GeoMean,,,,,1.0
Graphene,GeoMean,,125,,,1.0091172867007567
Graphene,GeoMean,,250,,,1.0037118350353578
Graphene,GeoMean,,500,,,1.0010730935707968
Graphene,GeoMean,,1000,,,1.0003054230663748
Hydra,GeoMean,,125,,,1.0612107058706026
Hydra,GeoMean,,250,,,1.032837823698532
Hydra,GeoMean,,500,,,1.0171276542620444
Hydra,GeoMean,,1000,,,1.0071718911029086
Hydra-Baseline,GeoMean,,,,,1.0
PARA,GeoMean,,125,,,1.3198836192196217
PARA,GeoMean,,250,,,1.1298736637003202
PARA,GeoMean,,500,,,0.0
PARA,GeoMean,,1000,,,1.030202149371383
REGA,GeoMean,,125,,,1.7640681367570359
REGA,GeoMean,,250,,,1.2797046568214916
REGA,GeoMean,,500,,,1.0974933108735885
REGA,GeoMean,,1000,,,1.0295755488244565
