config,workload,total_energy,nrh,baseline_energy,ramulator.hydra_baseline_energy,normalized_energy
ABACuS,434.zeusmp,16380476.444625003,250,16218872.6505,16218872.6505,1.0099639350778196
ABACuS,434.zeusmp,16293336.724687498,500,16218872.6505,16218872.6505,1.004591199141403
ABACuS,434.zeusmp,16248527.475562502,1000,16218872.6505,16218872.6505,1.0018284146932732
Baseline,531.deepsjeng,2515448.2430625004,,2515448.2430625004,2515448.2430625004,1.0
Hydra-Baseline,531.deepsjeng,2515448.2430625004,,2515448.2430625004,2515448.2430625004,1.0
REGA,531.deepsjeng,2883929.105062499,125,2515448.2430625004,2515448.2430625004,1.1464871571165312
REGA,531.deepsjeng,2628059.0656874995,250,2515448.2430625004,2515448.2430625004,1.044767696149414
REGA,531.deepsjeng,2552050.2620624998,500,2515448.2430625004,2515448.2430625004,1.0145508933053766
REGA,531.deepsjeng,2526207.9830625,1000,2515448.2430625004,2515448.2430625004,1.004277464276864
Graphene,531.deepsjeng,2515448.2430625004,125,2515448.2430625004,2515448.2430625004,1.0
Graphene,531.deepsjeng,2515448.2430625004,250,2515448.2430625004,2515448.2430625004,1.0
Graphene,531.deepsjeng,2515448.2430625004,500,2515448.2430625004,2515448.2430625004,1.0
Graphene,531.deepsjeng,2515448.2430625004,1000,2515448.2430625004,2515448.2430625004,1.0
Hydra,531.deepsjeng,2515448.2430625004,125,2515448.2430625004,2515448.2430625004,1.0
Hydra,531.deepsjeng,2515448.2430625004,250,2515448.2430625004,2515448.2430625004,1.0
Hydra,531.deepsjeng,2515448.2430625004,500,2515448.2430625004,2515448.2430625004,1.0
Hydra,531.deepsjeng,2515448.2430625004,1000,2515448.2430625004,2515448.2430625004,1.0
PARA,531.deepsjeng,2586483.41475,125,2515448.2430625004,2515448.2430625004,1.0282395679908787
PARA,531.deepsjeng,2539911.7440000004,250,2515448.2430625004,2515448.2430625004,1.0097253048258772
PARA,531.deepsjeng,2525960.5104375,500,2515448.2430625004,2515448.2430625004,1.004179083153069
PARA,531.deepsjeng,2518494.7636875003,1000,2515448.2430625004,2515448.2430625004,1.0012111243526485
ABACuS,531.deepsjeng,2515448.2430625004,125,2515448.2430625004,2515448.2430625004,1.0
ABACuS,531.deepsjeng,2515448.2430625004,250,2515448.2430625004,2515448.2430625004,1.0
ABACuS,531.deepsjeng,2515448.2430625004,500,2515448.2430625004,2515448.2430625004,1.0
ABACuS,531.deepsjeng,2515448.2430625004,1000,2515448.2430625004,2515448.2430625004,1.0
Baseline,bfs_ny,55909836.603187494,,55909836.603187494,55909836.603187494,1.0
Hydra-Baseline,bfs_ny,55909836.603187494,,55909836.603187494,55909836.603187494,1.0
REGA,bfs_ny,282075068.813625,125,55909836.603187494,55909836.603187494,5.045177842597084
REGA,bfs_ny,126761842.33593749,250,55909836.603187494,55909836.603187494,2.267254745092756
REGA,bfs_ny,79104144.0375,500,55909836.603187494,55909836.603187494,1.4148519982079533
REGA,bfs_ny,63437811.0031875,1000,55909836.603187494,55909836.603187494,1.1346449007431159
Graphene,bfs_ny,57560767.6303125,125,55909836.603187494,55909836.603187494,1.0295284538003977
Graphene,bfs_ny,56469704.179874994,250,55909836.603187494,55909836.603187494,1.0100137580558692
Graphene,bfs_ny,55905046.55306249,500,55909836.603187494,55909836.603187494,0.9999143254494017
Graphene,bfs_ny,55909836.603187494,1000,55909836.603187494,55909836.603187494,1.0
Hydra,bfs_ny,60199834.9625625,125,55909836.603187494,55909836.603187494,1.0767306545684026
Hydra,bfs_ny,59115840.06281251,250,55909836.603187494,55909836.603187494,1.0573423864995204
Hydra,bfs_ny,58728402.3733125,500,55909836.603187494,55909836.603187494,1.0504126991128484
Hydra,bfs_ny,58126422.389625005,1000,55909836.603187494,55909836.603187494,1.0396457210592374
PARA,bfs_ny,125018843.52974999,125,55909836.603187494,55909836.603187494,2.236079572491945
PARA,bfs_ny,81819651.28837499,250,55909836.603187494,55909836.603187494,1.4634213987974765
PARA,bfs_ny,67965705.9684375,500,55909836.603187494,55909836.603187494,1.2156305598031865
PARA,bfs_ny,62033662.2999375,1000,55909836.603187494,55909836.603187494,1.10953038085611
ABACuS,bfs_ny,56940923.79731249,125,55909836.603187494,55909836.603187494,1.0184419640043487
ABACuS,bfs_ny,56423714.704125,250,55909836.603187494,55909836.603187494,1.009191193037903
ABACuS,bfs_ny,56166087.6965625,500,55909836.603187494,55909836.603187494,1.0045832917594397
ABACuS,bfs_ny,55909836.603187494,1000,55909836.603187494,55909836.603187494,1.0
Baseline,ycsb_aserver,4660675.603875,,4660675.603875,4660675.603875,1.0
Hydra-Baseline,ycsb_aserver,4660675.603875,,4660675.603875,4660675.603875,1.0
REGA,ycsb_aserver,7961671.993687499,125,4660675.603875,4660675.603875,1.7082656400861647
REGA,ycsb_aserver,5689923.2281875005,250,4660675.603875,4660675.603875,1.2208365721606453
REGA,ycsb_aserver,4993308.201937499,500,4660675.603875,4660675.603875,1.0713700386669136
REGA,ycsb_aserver,4760187.868875,1000,4660675.603875,4660675.603875,1.0213514677823239
Graphene,ycsb_aserver,4661507.188124999,125,4660675.603875,4660675.603875,1.0001784256877497
Graphene,ycsb_aserver,4660645.2710625,250,4660675.603875,4660675.603875,0.9999934917563292
Graphene,ycsb_aserver,4660675.603875,500,4660675.603875,4660675.603875,1.0
Graphene,ycsb_aserver,4660675.603875,1000,4660675.603875,4660675.603875,1.0
Hydra,ycsb_aserver,4907288.39925,125,4660675.603875,4660675.603875,1.052913529353976
Hydra,ycsb_aserver,4703244.3961875,250,4660675.603875,4660675.603875,1.0091336097876256
Hydra,ycsb_aserver,4664728.97325,500,4660675.603875,4660675.603875,1.00086969566636
Hydra,ycsb_aserver,4660675.603875,1000,4660675.603875,4660675.603875,1.0
PARA,ycsb_aserver,6146794.2465,125,4660675.603875,4660675.603875,1.318863351353912
PARA,ycsb_aserver,5242993.382625,250,4660675.603875,4660675.603875,1.1249427826012706
PARA,ycsb_aserver,4922898.034875,500,4660675.603875,4660675.603875,1.0562627510015892
PARA,ycsb_aserver,4788085.3843125,1000,4660675.603875,4660675.603875,1.0273371912714904
ABACuS,ycsb_aserver,4686169.448249999,125,4660675.603875,4660675.603875,1.0054699890191463
ABACuS,ycsb_aserver,4663097.653312501,250,4660675.603875,4660675.603875,1.0005196777556213
ABACuS,ycsb_aserver,4660632.3054375,500,4660675.603875,4660675.603875,0.9999907098366888
ABACuS,ycsb_aserver,4660675.603875,1000,4660675.603875,4660675.603875,1.0
Baseline,538.imagick,2780536.1656874996,,2780536.1656874996,2780536.1656874996,1.0
Hydra-Baseline,538.imagick,2780536.1656874996,,2780536.1656874996,2780536.1656874996,1.0
REGA,538.imagick,2790955.9419374997,125,2780536.1656874996,2780536.1656874996,1.0037473982099505
REGA,538.imagick,2783741.3731874996,250,2780536.1656874996,2780536.1656874996,1.0011527300164453
REGA,538.imagick,2781576.5881875,500,2780536.1656874996,2780536.1656874996,1.0003741805313808
REGA,538.imagick,2780825.6506874994,1000,2780536.1656874996,2780536.1656874996,1.0001041112155173
Graphene,538.imagick,2780536.1656874996,125,2780536.1656874996,2780536.1656874996,1.0
Graphene,538.imagick,2780536.1656874996,250,2780536.1656874996,2780536.1656874996,1.0
Graphene,538.imagick,2780536.1656874996,500,2780536.1656874996,2780536.1656874996,1.0
Graphene,538.imagick,2780536.1656874996,1000,2780536.1656874996,2780536.1656874996,1.0
Hydra,538.imagick,2780536.1656874996,125,2780536.1656874996,2780536.1656874996,1.0
Hydra,538.imagick,2780536.1656874996,250,2780536.1656874996,2780536.1656874996,1.0
Hydra,538.imagick,2780536.1656874996,500,2780536.1656874996,2780536.1656874996,1.0
Hydra,538.imagick,2780536.1656874996,1000,2780536.1656874996,2780536.1656874996,1.0
PARA,538.imagick,2780647.6550625,125,2780536.1656874996,2780536.1656874996,1.0000400963585283
PARA,538.imagick,2780528.1913125,250,2780536.1656874996,2780536.1656874996,0.9999971320729081
PARA,538.imagick,2780554.821,500,2780536.1656874996,2780536.1656874996,1.000006709250083
PARA,538.imagick,2780554.821,1000,2780536.1656874996,2780536.1656874996,1.000006709250083
ABACuS,538.imagick,2780536.1656874996,125,2780536.1656874996,2780536.1656874996,1.0
ABACuS,538.imagick,2780536.1656874996,250,2780536.1656874996,2780536.1656874996,1.0
ABACuS,538.imagick,2780536.1656874996,500,2780536.1656874996,2780536.1656874996,1.0
ABACuS,538.imagick,2780536.1656874996,1000,2780536.1656874996,2780536.1656874996,1.0
Baseline,464.h264ref,2966694.8596875,,2966694.8596875,2966694.8596875,1.0
Hydra-Baseline,464.h264ref,2966694.8596875,,2966694.8596875,2966694.8596875,1.0
REGA,464.h264ref,2999304.363,125,2966694.8596875,2966694.8596875,1.0109918629501164
REGA,464.h264ref,2980548.9403125,250,2966694.8596875,2966694.8596875,1.0046698704383974
REGA,464.h264ref,2973141.0478125,500,2966694.8596875,2966694.8596875,1.0021728517524984
REGA,464.h264ref,2967451.9096875,1000,2966694.8596875,2966694.8596875,1.000255182968187
Graphene,464.h264ref,2966694.8596875,125,2966694.8596875,2966694.8596875,1.0
Graphene,464.h264ref,2966694.8596875,250,2966694.8596875,2966694.8596875,1.0
Graphene,464.h264ref,2966694.8596875,500,2966694.8596875,2966694.8596875,1.0
Graphene,464.h264ref,2966694.8596875,1000,2966694.8596875,2966694.8596875,1.0
Hydra,464.h264ref,2966694.8596875,125,2966694.8596875,2966694.8596875,1.0
Hydra,464.h264ref,2966694.8596875,250,2966694.8596875,2966694.8596875,1.0
Hydra,464.h264ref,2966694.8596875,500,2966694.8596875,2966694.8596875,1.0
Hydra,464.h264ref,2966694.8596875,1000,2966694.8596875,2966694.8596875,1.0
PARA,464.h264ref,2974966.3468125,125,2966694.8596875,2966694.8596875,1.002788115231329
PARA,464.h264ref,2969655.32325,250,2966694.8596875,2966694.8596875,1.0009978995827065
PARA,464.h264ref,2969151.2874374995,500,2966694.8596875,2966694.8596875,1.0008280014852144
PARA,464.h264ref,2970527.185875,1000,2966694.8596875,2966694.8596875,1.0012917830679438
ABACuS,464.h264ref,2966694.8596875,125,2966694.8596875,2966694.8596875,1.0
ABACuS,464.h264ref,2966694.8596875,250,2966694.8596875,2966694.8596875,1.0
ABACuS,464.h264ref,2966694.8596875,500,2966694.8596875,2966694.8596875,1.0
ABACuS,464.h264ref,2966694.8596875,1000,2966694.8596875,2966694.8596875,1.0
Baseline,549.fotonik3d,14305212.137625,,14305212.137625,14305212.137625,1.0
Hydra-Baseline,549.fotonik3d,14305212.137625,,14305212.137625,14305212.137625,1.0
REGA,549.fotonik3d,39847123.78500001,125,14305212.137625,14305212.137625,2.785496880552767
REGA,549.fotonik3d,22351711.6996875,250,14305212.137625,14305212.137625,1.5624872588151921
REGA,549.fotonik3d,16801102.6125,500,14305212.137625,14305212.137625,1.1744742021902919
REGA,549.fotonik3d,15024635.897625,1000,14305212.137625,14305212.137625,1.0502910235149747
Graphene,549.fotonik3d,14594498.8876875,125,14305212.137625,14305212.137625,1.0202224718710484
Graphene,549.fotonik3d,14366045.2618125,250,14305212.137625,14305212.137625,1.0042525146500625
Graphene,549.fotonik3d,14305212.137625,500,14305212.137625,14305212.137625,1.0
Graphene,549.fotonik3d,14305212.137625,1000,14305212.137625,14305212.137625,1.0
Hydra,549.fotonik3d,15257293.809937503,125,14305212.137625,14305212.137625,1.0665548796587487
Hydra,549.fotonik3d,15100896.1449375,250,14305212.137625,14305212.137625,1.0556219648934617
Hydra,549.fotonik3d,14799798.441375,500,14305212.137625,14305212.137625,1.0345738531516886
Hydra,549.fotonik3d,14455002.325124998,1000,14305212.137625,14305212.137625,1.0104710217547928
PARA,549.fotonik3d,24731849.5528125,125,14305212.137625,14305212.137625,1.7288698213543983
PARA,549.fotonik3d,18186785.9300625,250,14305212.137625,14305212.137625,1.2713398274065673
PARA,549.fotonik3d,16044156.409687502,500,14305212.137625,14305212.137625,1.1215601876667596
PARA,549.fotonik3d,15134662.055437502,1000,14305212.137625,14305212.137625,1.0579823570480942
ABACuS,549.fotonik3d,14538429.264937501,125,14305212.137625,14305212.137625,1.0163029478394874
ABACuS,549.fotonik3d,14402834.172,250,14305212.137625,14305212.137625,1.0068242283606714
ABACuS,549.fotonik3d,14350678.1821875,500,14305212.137625,14305212.137625,1.003178285237932
ABACuS,549.fotonik3d,14305212.137625,1000,14305212.137625,14305212.137625,1.0
Baseline,541.leela,3040801.736625,,3040801.736625,3040801.736625,1.0
Hydra-Baseline,541.leela,3040801.736625,,3040801.736625,3040801.736625,1.0
REGA,541.leela,3046752.5385,125,3040801.736625,3040801.736625,1.001956984502911
REGA,541.leela,3043074.9800624996,250,3040801.736625,3040801.736625,1.0007475802878298
REGA,541.leela,3041404.0663125003,500,3040801.736625,3040801.736625,1.0001980825254884
REGA,541.leela,3040931.891625,1000,3040801.736625,3040801.736625,1.000042802856376
Graphene,541.leela,3040801.736625,125,3040801.736625,3040801.736625,1.0
Graphene,541.leela,3040801.736625,250,3040801.736625,3040801.736625,1.0
Graphene,541.leela,3040801.736625,500,3040801.736625,3040801.736625,1.0
Graphene,541.leela,3040801.736625,1000,3040801.736625,3040801.736625,1.0
Hydra,541.leela,3040801.736625,125,3040801.736625,3040801.736625,1.0
Hydra,541.leela,3040801.736625,250,3040801.736625,3040801.736625,1.0
Hydra,541.leela,3040801.736625,500,3040801.736625,3040801.736625,1.0
Hydra,541.leela,3040801.736625,1000,3040801.736625,3040801.736625,1.0
PARA,541.leela,3041730.3253125004,125,3040801.736625,3040801.736625,1.0003053762684742
PARA,541.leela,3040551.4991249996,250,3040801.736625,3040801.736625,0.9999177067360274
PARA,541.leela,3040780.911,500,3040801.736625,3040801.736625,0.9999931512716699
PARA,541.leela,3040963.2369374996,1000,3040801.736625,3040801.736625,1.0000531110958517
ABACuS,541.leela,3040801.736625,125,3040801.736625,3040801.736625,1.0
ABACuS,541.leela,3040801.736625,250,3040801.736625,3040801.736625,1.0
ABACuS,541.leela,3040801.736625,500,3040801.736625,3040801.736625,1.0
ABACuS,541.leela,3040801.736625,1000,3040801.736625,3040801.736625,1.0
Baseline,456.hmmer,3036648.7126875003,,3036648.7126875003,3036648.7126875003,1.0
Hydra-Baseline,456.hmmer,3036648.7126875003,,3036648.7126875003,3036648.7126875003,1.0
REGA,456.hmmer,3132453.3105,125,3036648.7126875003,3036648.7126875003,1.0315494503569729
REGA,456.hmmer,3063596.2888125,250,3036648.7126875003,3036648.7126875003,1.0088741170529238
REGA,456.hmmer,3046078.7004374997,500,3036648.7126875003,3036648.7126875003,1.003105393031008
REGA,456.hmmer,3039224.0476875002,1000,3036648.7126875003,3036648.7126875003,1.0008480845970888
Graphene,456.hmmer,3036648.7126875003,125,3036648.7126875003,3036648.7126875003,1.0
Graphene,456.hmmer,3036648.7126875003,250,3036648.7126875003,3036648.7126875003,1.0
Graphene,456.hmmer,3036648.7126875003,500,3036648.7126875003,3036648.7126875003,1.0
Graphene,456.hmmer,3036648.7126875003,1000,3036648.7126875003,3036648.7126875003,1.0
Hydra,456.hmmer,3039391.10025,125,3036648.7126875003,3036648.7126875003,1.0009030967431438
Hydra,456.hmmer,3036648.7126875003,250,3036648.7126875003,3036648.7126875003,1.0
Hydra,456.hmmer,3036648.7126875003,500,3036648.7126875003,3036648.7126875003,1.0
Hydra,456.hmmer,3036648.7126875003,1000,3036648.7126875003,3036648.7126875003,1.0
PARA,456.hmmer,3062843.071125,125,3036648.7126875003,3036648.7126875003,1.0086260746355205
PARA,456.hmmer,3045671.142,250,3036648.7126875003,3036648.7126875003,1.0029711797992316
PARA,456.hmmer,3040284.2473125,500,3036648.7126875003,3036648.7126875003,1.0011972193588972
PARA,456.hmmer,3039238.4840625003,1000,3036648.7126875003,3036648.7126875003,1.000852838645504
ABACuS,456.hmmer,3038284.4276249995,125,3036648.7126875003,3036648.7126875003,1.0005386579391502
ABACuS,456.hmmer,3036648.7126875003,250,3036648.7126875003,3036648.7126875003,1.0
ABACuS,456.hmmer,3036648.7126875003,500,3036648.7126875003,3036648.7126875003,1.0
ABACuS,456.hmmer,3036648.7126875003,1000,3036648.7126875003,3036648.7126875003,1.0
Baseline,,22321014.6290625,,22321014.6290625,22321014.6290625,1.0
Hydra-Baseline,,22321014.6290625,,22321014.6290625,22321014.6290625,1.0
REGA,,24886373.257875,125,22321014.6290625,22321014.6290625,1.1149301979074169
REGA,,23098963.403625,250,22321014.6290625,22321014.6290625,1.0348527514313615
REGA,,22567513.24425,500,22321014.6290625,22321014.6290625,1.0110433427549728
REGA,,22389724.6340625,1000,22321014.6290625,22321014.6290625,1.0030782653092543
Graphene,,22321014.6290625,125,22321014.6290625,22321014.6290625,1.0
Graphene,,22321014.6290625,250,22321014.6290625,22321014.6290625,1.0
Graphene,,22321014.6290625,500,22321014.6290625,22321014.6290625,1.0
Graphene,,22321014.6290625,1000,22321014.6290625,22321014.6290625,1.0
Hydra,,22321014.6290625,125,22321014.6290625,22321014.6290625,1.0
Hydra,,22321014.6290625,250,22321014.6290625,22321014.6290625,1.0
Hydra,,22321014.6290625,500,22321014.6290625,22321014.6290625,1.0
Hydra,,22321014.6290625,1000,22321014.6290625,22321014.6290625,1.0
PARA,,22648871.401125,125,22321014.6290625,22321014.6290625,1.0146882557764925
PARA,,22411486.731000002,250,22321014.6290625,22321014.6290625,1.0040532253323156
PARA,,22336913.4118125,500,22321014.6290625,22321014.6290625,1.000712278676136
PARA,,22317077.832000002,1000,22321014.6290625,22321014.6290625,0.9998236282208528
ABACuS,,22321014.6290625,125,22321014.6290625,22321014.6290625,1.0
ABACuS,,22321014.6290625,250,22321014.6290625,22321014.6290625,1.0
ABACuS,,22321014.6290625,500,22321014.6290625,22321014.6290625,1.0
ABACuS,,22321014.6290625,1000,22321014.6290625,22321014.6290625,1.0
Baseline,471.omnetpp,6585640.7715,,6585640.7715,6585640.7715,1.0
Hydra-Baseline,471.omnetpp,6585640.7715,,6585640.7715,6585640.7715,1.0
REGA,471.omnetpp,13897112.62875,125,6585640.7715,6585640.7715,2.110214193414725
REGA,471.omnetpp,8899228.428,250,6585640.7715,6585640.7715,1.351307904086156
REGA,471.omnetpp,7333839.239624999,500,6585640.7715,6585640.7715,1.1136105800612297
REGA,471.omnetpp,6804048.5415,1000,6585640.7715,6585640.7715,1.0331642398329988
Graphene,471.omnetpp,6697206.084187501,125,6585640.7715,6585640.7715,1.0169406921146247
Graphene,471.omnetpp,6614308.3246875,250,6585640.7715,6585640.7715,1.0043530393141942
Graphene,471.omnetpp,6593624.8550625,500,6585640.7715,6585640.7715,1.001212347262707
Graphene,471.omnetpp,6587079.0172500005,1000,6585640.7715,6585640.7715,1.000218391163427
Hydra,471.omnetpp,10095944.959874999,125,6585640.7715,6585640.7715,1.5330239395331402
Hydra,471.omnetpp,7262396.937375,250,6585640.7715,6585640.7715,1.1027623870411711
Hydra,471.omnetpp,6765006.154874999,500,6585640.7715,6585640.7715,1.0272358286153749
Hydra,471.omnetpp,6618334.2335625,1000,6585640.7715,6585640.7715,1.004964355511765
PARA,471.omnetpp,10231405.6970625,125,6585640.7715,6585640.7715,1.5535930446343054
PARA,471.omnetpp,8042085.658125,250,6585640.7715,6585640.7715,1.221154620660135
PARA,471.omnetpp,7263142.0515,500,6585640.7715,6585640.7715,1.102875529277569
PARA,471.omnetpp,6924073.942500002,1000,6585640.7715,6585640.7715,1.0513895583956847
ABACuS,471.omnetpp,6643775.3356874995,125,6585640.7715,6585640.7715,1.0088274727098816
ABACuS,471.omnetpp,6613713.3680625,250,6585640.7715,6585640.7715,1.0042626978203832
ABACuS,471.omnetpp,6595760.965500001,500,6585640.7715,6585640.7715,1.0015367060474658
ABACuS,471.omnetpp,6590192.032875001,1000,6585640.7715,6585640.7715,1.000691088617329
Baseline,tpch2,6743497.364812501,,6743497.364812501,6743497.364812501,1.0
Hydra-Baseline,tpch2,6743497.364812501,,6743497.364812501,6743497.364812501,1.0
REGA,tpch2,17808971.710125,125,6743497.364812501,6743497.364812501,2.6409103091004424
REGA,tpch2,10229141.579062503,250,6743497.364812501,6743497.364812501,1.5168896828577494
REGA,tpch2,7847034.128062502,500,6743497.364812501,6743497.364812501,1.1636445754406675
REGA,tpch2,7071850.1698125005,1000,6743497.364812501,6743497.364812501,1.0486917673777618
Graphene,tpch2,6861724.675500001,125,6743497.364812501,6743497.364812501,1.0175320466949997
Graphene,tpch2,6789291.390562501,250,6743497.364812501,6743497.364812501,1.006790842091665
Graphene,tpch2,6746299.2946875,500,6743497.364812501,6743497.364812501,1.0004155009965037
Graphene,tpch2,6743039.644875,1000,6743497.364812501,6743497.364812501,0.9999321242505574
Hydra,tpch2,7210369.362937499,125,6743497.364812501,6743497.364812501,1.069232917708418
Hydra,tpch2,7080910.697250001,250,6743497.364812501,6743497.364812501,1.0500353620953602
Hydra,tpch2,6966438.96825,500,6743497.364812501,6743497.364812501,1.0330602343823556
Hydra,tpch2,6790085.4766875,1000,6743497.364812501,6743497.364812501,1.0069085979210277
PARA,tpch2,11078797.536,125,6743497.364812501,6743497.364812501,1.6428860184344478
PARA,tpch2,8334763.885125,250,6743497.364812501,6743497.364812501,1.2359705111795123
PARA,tpch2,7450533.852562501,500,6743497.364812501,6743497.364812501,1.104847151188834
PARA,tpch2,7083578.768062501,1000,6743497.364812501,6743497.364812501,1.050431012996986
ABACuS,tpch2,6853579.469249999,125,6743497.364812501,6743497.364812501,1.0163241858759975
ABACuS,tpch2,6792662.4354375005,250,6743497.364812501,6743497.364812501,1.0072907377233573
ABACuS,tpch2,6763012.944937501,500,6743497.364812501,6743497.364812501,1.0028939849857186
ABACuS,tpch2,6747975.276562501,1000,6743497.364812501,6743497.364812501,1.0006640340327506
Baseline,bfs_cm2003,55950358.387875006,,55950358.387875006,55950358.387875006,1.0
Hydra-Baseline,bfs_cm2003,55950358.387875006,,55950358.387875006,55950358.387875006,1.0
REGA,bfs_cm2003,282375608.434125,125,55950358.387875006,55950358.387875006,5.0468954367827354
REGA,bfs_cm2003,126896026.4458125,250,55950358.387875006,55950358.387875006,2.268010967259722
REGA,bfs_cm2003,79175115.73106249,500,55950358.387875006,55950358.387875006,1.4150957744038422
REGA,bfs_cm2003,63485633.377875,1000,55950358.387875006,55950358.387875006,1.1346778681516536
Graphene,bfs_cm2003,57613670.8959375,125,55950358.387875006,55950358.387875006,1.0297283619978197
Graphene,bfs_cm2003,56522857.259624995,250,55950358.387875006,55950358.387875006,1.0102322646046547
Graphene,bfs_cm2003,55952383.4728125,500,55950358.387875006,55950358.387875006,1.0000361943157443
Graphene,bfs_cm2003,55950358.387875006,1000,55950358.387875006,55950358.387875006,1.0
Hydra,bfs_cm2003,60261045.6309375,125,55950358.387875006,55950358.387875006,1.0770448548904499
Hydra,bfs_cm2003,59168891.894999996,250,55950358.387875006,55950358.387875006,1.0575248059147817
Hydra,bfs_cm2003,58773503.328,500,55950358.387875006,55950358.387875006,1.050458031395502
Hydra,bfs_cm2003,58172723.535375,1000,55950358.387875006,55950358.387875006,1.03972030227391
PARA,bfs_cm2003,125116371.119625,125,55950358.387875006,55950358.387875006,2.2362032116444666
PARA,bfs_cm2003,81899304.89625,250,55950358.387875006,55950358.387875006,1.4637851705700313
PARA,bfs_cm2003,0.0,500,55950358.387875006,55950358.387875006,0.0
PARA,bfs_cm2003,62091795.2360625,1000,55950358.387875006,55950358.387875006,1.109765817863258
ABACuS,bfs_cm2003,56987939.737312496,125,55950358.387875006,55950358.387875006,1.018544677448614
ABACuS,bfs_cm2003,56465353.4506875,250,55950358.387875006,55950358.387875006,1.0092044998039564
ABACuS,bfs_cm2003,56210059.19775,500,55950358.387875006,55950358.387875006,1.0046416290683007
ABACuS,bfs_cm2003,55950358.387875006,1000,55950358.387875006,55950358.387875006,1.0
Baseline,511.povray,3512857.3018124993,,3512857.3018124993,3512857.3018124993,1.0
Hydra-Baseline,511.povray,3512857.3018124993,,3512857.3018124993,3512857.3018124993,1.0
REGA,511.povray,3515709.2658749996,125,3512857.3018124993,3512857.3018124993,1.0008118644788186
REGA,511.povray,3513871.4658749993,250,3512857.3018124993,3512857.3018124993,1.0002887006147323
REGA,511.povray,3513191.043375,500,3512857.3018124993,3512857.3018124993,1.0000950057271978
REGA,511.povray,3512908.2118124994,1000,3512857.3018124993,3512857.3018124993,1.0000144924759609
Graphene,511.povray,3512857.3018124993,125,3512857.3018124993,3512857.3018124993,1.0
Graphene,511.povray,3512857.3018124993,250,3512857.3018124993,3512857.3018124993,1.0
Graphene,511.povray,3512857.3018124993,500,3512857.3018124993,3512857.3018124993,1.0
Graphene,511.povray,3512857.3018124993,1000,3512857.3018124993,3512857.3018124993,1.0
Hydra,511.povray,3512857.3018124993,125,3512857.3018124993,3512857.3018124993,1.0
Hydra,511.povray,3512857.3018124993,250,3512857.3018124993,3512857.3018124993,1.0
Hydra,511.povray,3512857.3018124993,500,3512857.3018124993,3512857.3018124993,1.0
Hydra,511.povray,3512857.3018124993,1000,3512857.3018124993,3512857.3018124993,1.0
PARA,511.povray,3512685.5055,125,3512857.3018124993,3512857.3018124993,0.9999510949925547
PARA,511.povray,3513077.9823749997,250,3512857.3018124993,3512857.3018124993,1.000062820816088
PARA,511.povray,3512836.9843124994,500,3512857.3018124993,3512857.3018124993,0.9999942162467034
PARA,511.povray,3512836.9843124994,1000,3512857.3018124993,3512857.3018124993,0.9999942162467034
ABACuS,511.povray,3512857.3018124993,125,3512857.3018124993,3512857.3018124993,1.0
ABACuS,511.povray,3512857.3018124993,250,3512857.3018124993,3512857.3018124993,1.0
ABACuS,511.povray,3512857.3018124993,500,3512857.3018124993,3512857.3018124993,1.0
ABACuS,511.povray,3512857.3018124993,1000,3512857.3018124993,3512857.3018124993,1.0
Baseline,433.milc,11877667.3363125,,11877667.3363125,11877667.3363125,1.0
Hydra-Baseline,433.milc,11877667.3363125,,11877667.3363125,11877667.3363125,1.0
REGA,433.milc,27005167.647375003,125,11877667.3363125,11877667.3363125,2.273608687862017
REGA,433.milc,16451768.653500002,250,11877667.3363125,11877667.3363125,1.3851009788094941
REGA,433.milc,13257449.0675625,500,11877667.3363125,11877667.3363125,1.1161660528268644
REGA,433.milc,12259895.776312502,1000,11877667.3363125,11877667.3363125,1.032180429808086
Graphene,433.milc,12019115.04,125,11877667.3363125,11877667.3363125,1.0119087106653561
Graphene,433.milc,11929928.182125,250,11877667.3363125,11877667.3363125,1.0043999250301217
Graphene,433.milc,11884112.633624999,500,11877667.3363125,11877667.3363125,1.0005426399923487
Graphene,433.milc,11877667.3363125,1000,11877667.3363125,11877667.3363125,1.0
Hydra,433.milc,12445110.454687502,125,11877667.3363125,11877667.3363125,1.0477739527727141
Hydra,433.milc,12242870.6259375,250,11877667.3363125,11877667.3363125,1.0307470548959135
Hydra,433.milc,12097138.087500002,500,11877667.3363125,11877667.3363125,1.018477597071315
Hydra,433.milc,11952387.35325,1000,11877667.3363125,11877667.3363125,1.0062907989272494
PARA,433.milc,17924543.724,125,11877667.3363125,11877667.3363125,1.5090962910874712
PARA,433.milc,14110993.014562499,250,11877667.3363125,11877667.3363125,1.1880272965233045
PARA,433.milc,12869252.2606875,500,11877667.3363125,11877667.3363125,1.0834831365703868
PARA,433.milc,12351321.615,1000,11877667.3363125,11877667.3363125,1.0398777188547317
ABACuS,433.milc,12236425.644375002,125,11877667.3363125,11877667.3363125,1.0302044414870672
ABACuS,433.milc,12039680.926875,250,11877667.3363125,11877667.3363125,1.0136401859031017
ABACuS,433.milc,11940252.70575,500,11877667.3363125,11877667.3363125,1.0052691633521476
ABACuS,433.milc,11885559.119812502,1000,11877667.3363125,11877667.3363125,1.0006644220011007
Baseline,526.blender,2938355.72325,,2938355.72325,2938355.72325,1.0
Hydra-Baseline,526.blender,2938355.72325,,2938355.72325,2938355.72325,1.0
